Commodity,Attribute,Country,1972/1973,1973/1974,1974/1975,1975/1976,1976/1977,1977/1978,1978/1979,1979/1980,1980/1981,1981/1982,1982/1983,1983/1984,1984/1985,1985/1986,1986/1987,1987/1988,1988/1989,1989/1990,1990/1991,1991/1992,1992/1993,1993/1994,1994/1995,1995/1996,1996/1997,1997/1998,1998/1999,1999/2000,2000/2001,2001/2002,2002/2003,2003/2004,2004/2005,2005/2006,2006/2007,2007/2008,2008/2009,2009/2010,2010/2011,2011/2012,2012/2013,2013/2014,2014/2015,2015/2016,2016/2017,2017/2018,2018/2019,2019/2020,2020/2021,2021/2022,2022/2023,2023/2024,Unit Description
,,Brazil,2793.0,2792.0,2791.0,2800.0,2818.0,2826.0,2833.0,2963.0,3163.0,3214.0,3158.0,2875.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.29,0.3,0.3,0.31,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.34,0.35,0.35,0.35,0.36,0.37,0.36,0.36,0.36,(PERCENT)
,,Burkina Faso,3111.0,3191.0,3265.0,3265.0,3265.0,3125.0,3208.0,3208.0,3208.0,3276.0,3276.0,3276.0,3125.0,3226.0,3040.0,3153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.33,0.32,0.33,0.33,0.33,0.32,0.33,0.32,0.33,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,(PERCENT)
,,Burma,3202.0,3210.0,3200.0,3201.0,3198.0,3195.0,2993.0,3200.0,3197.0,3189.0,3210.0,3192.0,3202.0,3192.0,3195.0,3205.0,3123.0,3115.0,3094.0,3114.0,3193.0,3202.0,2405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.31,0.31,0.31,0.31,0.31,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,(PERCENT)
,,Cameroon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.29,0.31,0.31,0.31,0.32,0.32,0.31,0.31,0.32,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,(PERCENT)
,,Central African Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.32,0.31,0.32,0.32,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.32,0.33,0.33,0.33,(PERCENT)
,,Chad,3125.0,3333.0,3125.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3200.0,3273.0,3333.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.31,0.31,0.31,0.31,0.0,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,(PERCENT)
,,China,2495.0,2495.0,2496.0,2498.0,2503.0,2497.0,2504.0,2500.0,2501.0,2398.0,2501.0,2505.0,2496.0,2501.0,2501.0,2501.0,2499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,(PERCENT)
,,Congo (Kinshasa),3210.0,3218.0,3241.0,3214.0,3214.0,3178.0,3182.0,3182.0,3178.0,3167.0,3171.0,3150.0,3178.0,3178.0,3178.0,3178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,(PERCENT)
,,Cote d'Ivoire,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.33,0.31,0.29,0.31,0.31,0.32,0.33,0.32,0.31,0.31,0.31,0.33,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,(PERCENT)
,,Dominican Republic,3194.0,3182.0,3137.0,3220.0,3137.0,3095.0,3250.0,2917.0,4583.0,4762.0,3529.0,3125.0,3077.0,4000.0,3125.0,3333.0,3125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Ecuador,0.0,0.0,0.0,0.0,0.0,0.0,3333.0,3000.0,3333.0,3333.0,3333.0,3333.0,3333.0,0.0,10000.0,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,EU-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,European Union,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.37,0.37,0.39,0.39,0.37,0.37,0.38,0.38,0.38,0.38,0.37,0.37,0.37,0.37,0.37,0.37,0.37,0.37,(PERCENT)
,,Former Czechoslovakia,0.0,0.0,0.0,0.0,0.0,0.0,2500.0,2500.0,2857.0,2500.0,2500.0,2500.0,2500.0,3000.0,2500.0,2500.0,2500.0,2500.0,2500.0,2500.0,3750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,France,3263.0,3290.0,3259.0,3241.0,3191.0,3054.0,2963.0,3182.0,3165.0,3243.0,3158.0,4444.0,3125.0,3000.0,2857.0,2813.0,3158.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,"Gambia, The",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.31,0.31,0.31,0.3,0.31,0.3,0.3,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.33,0.31,0.33,0.4,0.3,0.3,0.33,0.3,0.3,(PERCENT)
,,German Democratic Republic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,"Germany, Federal Republic of",2963.0,3684.0,3077.0,2500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Guatemala,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Guinea,3333.0,3333.0,3333.0,3333.0,3333.0,3636.0,3636.0,0.35,0.33,0.33,0.33,0.32,0.32,0.32,0.32,0.35,0.33,0.31,0.32,0.32,0.32,0.32,0.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Hong Kong,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,India,3019.0,2959.0,2917.0,3043.0,2965.0,2906.0,2899.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2900.0,2899.0,2899.0,2900.0,2896.0,2877.0,2902.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,(PERCENT)
,,Indonesia,3187.0,3200.0,3158.0,3030.0,3095.0,3111.0,3095.0,3404.0,3404.0,4186.0,3333.0,3095.0,3243.0,3250.0,3171.0,3095.0,3256.0,3182.0,3111.0,3261.0,3191.0,3125.0,3265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.32,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,(PERCENT)
,,Italy,3197.0,3204.0,3163.0,3203.0,3165.0,3065.0,3056.0,3214.0,2857.0,3019.0,3636.0,3333.0,4286.0,3750.0,3333.0,3333.0,3000.0,3333.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Japan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3333.0,0.0,3333.0,0.0,0.0,3333.0,5000.0,0.0,0.0,5000.0,5000.0,0.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,(PERCENT)
,,Malawi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.32,0.33,0.32,0.32,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,(PERCENT)
,,Malaysia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.33,0.33,0.33,0.35,0.33,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,(PERCENT)
,,Mali,3200.0,3226.0,3158.0,3168.0,3276.0,3250.0,3152.0,3256.0,3235.0,0.28,3220.0,3333.0,3333.0,3333.0,3333.0,3143.0,3059.0,3167.0,3143.0,3231.0,3231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.34,0.32,0.32,0.34,0.33,0.33,0.34,0.35,0.34,0.33,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,(PERCENT)
,,Mexico,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,0.25,(PERCENT)
,,Mozambique,3256.0,3256.0,3200.0,3200.0,3214.0,3200.0,3214.0,3077.0,2903.0,2857.0,2963.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,3333.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.35,0.0,0.36,0.34,0.34,0.36,0.37,0.37,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,(PERCENT)
,,Netherlands,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1818.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Nicaragua,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.33,0.33,0.33,0.32,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.34,0.33,0.33,0.35,0.35,0.35,0.35,(PERCENT)
,,Niger,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.3,0.32,0.32,0.34,0.33,0.33,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,0.31,(PERCENT)
,,Nigeria,3185.0,3211.0,3196.0,3202.0,3163.0,3183.0,3224.0,3212.0,3186.0,3212.0,3224.0,3200.0,3200.0,3211.0,3173.0,3000.0,3000.0,4581.0,4625.0,4600.0,4563.0,0.0,0.0,0.42,0.4,0.37,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,(PERCENT)
,,Philippines,4000.0,4000.0,2857.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Senegal,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.32,0.32,0.33,0.32,0.33,0.33,0.33,0.33,0.33,0.33,(PERCENT)
,,South Africa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.31,0.32,0.31,0.32,0.32,0.32,0.33,0.36,0.32,0.32,0.32,0.32,0.3,0.33,0.33,0.3,0.3,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,(PERCENT)
,,Spain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Sudan,3187.0,3144.0,3158.0,3141.0,3182.0,3036.0,3196.0,3193.0,3210.0,3192.0,3224.0,3207.0,3143.0,3167.0,3211.0,3222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.32,0.32,0.33,0.31,0.32,0.32,0.32,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.31,0.31,0.32,0.31,0.32,0.32,0.32,0.32,(PERCENT)
,,Sweden,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Switzerland,3176.0,3276.0,3231.0,3235.0,3214.0,3226.0,3158.0,3182.0,3125.0,3333.0,3000.0,3158.0,3043.0,3103.0,2778.0,0.46,0.43,0.46,4545.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,Taiwan,3333.0,3235.0,3333.0,3125.0,3226.0,3333.0,3704.0,4500.0,4444.0,4118.0,4000.0,4167.0,3333.0,3000.0,2500.0,3000.0,3333.0,3333.0,3750.0,3478.0,3529.0,3478.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,0.35,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.36,0.33,0.36,0.39,0.39,0.33,0.36,0.36,0.4,0.4,0.4,0.4,(PERCENT)
,,Tanzania,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.35,0.33,0.34,0.34,0.34,0.34,0.33,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,(PERCENT)
,,Thailand,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.32,0.32,0.32,0.32,0.32,0.32,0.36,0.33,0.31,0.31,0.31,0.32,0.32,0.32,0.32,0.34,0.34,0.34,0.34,0.34,0.34,(PERCENT)
,,Togo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,(PERCENT)
,,Turkey,2667.0,2667.0,2667.0,2667.0,2667.0,2667.0,2667.0,2667.0,3750.0,2667.0,3889.0,2667.0,3000.0,3000.0,3000.0,3000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,0.35,(PERCENT)
,,Uganda,3200.0,3429.0,3235.0,3387.0,3284.0,3182.0,3214.0,3043.0,3214.0,3143.0,3143.0,3143.0,3143.0,3143.0,3143.0,3143.0,3333.0,3143.0,3143.0,3143.0,3143.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.33,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.34,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.31,0.33,0.31,0.32,0.33,0.33,0.33,(PERCENT)
,,United Kingdom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,,United States,3161.0,3129.0,3521.0,3293.0,3280.0,3000.0,3096.0,3127.0,3119.0,3038.0,3097.0,3068.0,2968.0,3171.0,2961.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.32,0.32,0.33,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.32,0.32,0.32,0.32,0.33,0.34,0.33,0.32,0.34,0.33,0.33,(PERCENT)
,,Vietnam,3256.0,3171.0,3333.0,3265.0,3191.0,3125.0,3243.0,3261.0,3235.0,3175.0,3125.0,3243.0,3243.0,3243.0,0.55,3256.0,3256.0,3256.0,3111.0,3256.0,3208.0,3273.0,0.3,0.37,0.54,0.58,0.37,0.46,0.0,0.0,0.0,0.33,0.33,0.35,0.35,0.35,0.35,0.3,0.35,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.4,0.4,0.4,0.4,0.4,0.4,(PERCENT)
,,Zambia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,0.29,(PERCENT)
,,Zimbabwe,3333.0,3333.0,3333.0,3333.0,3636.0,3333.0,2857.0,3333.0,3333.0,3333.0,0.0,5000.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(PERCENT)
,Beginning Stocks,Argentina,2.0,0.0,2.0,7.0,10.0,1.0,1.0,16.0,0.0,2.0,10.0,2.0,8.0,6.0,7.0,15.0,10.0,5.0,5.0,20.0,12.0,10.0,10.0,19.0,37.0,27.0,29.0,23.0,25.0,42.0,22.0,29.0,32.0,39.0,15.0,5.0,26.0,17.0,2.0,7.0,9.0,24.0,6.0,21.0,15.0,26.0,36.0,17.0,11.0,18.0,23.0,18.0,(1000 MT)
,,Bangladesh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Belgium-Luxembourg,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Benin,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Brazil,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.0,1.0,7.0,8.0,4.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,11.0,17.0,12.0,15.0,25.0,26.0,15.0,15.0,4.0,9.0,11.0,4.0,4.0,4.0,3.0,0.0,6.0,(1000 MT)
,,Burkina Faso,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(1000 MT)
,,Burma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,21.0,26.0,26.0,18.0,9.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,5.0,5.0,(1000 MT)
